"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"cas1","","type II CRISPR-associated endonuclease Cas1","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"cas2","","CRISPR-associated endonuclease Cas2","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608144.1","","U32 family peptidase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002945995.1","","U32 family peptidase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011225277.1","","YlbF family regulator","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002886106.1","","YdbC family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002950328.1","","aminoacyl-tRNA deacylase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"mutS","","DNA mismatch repair protein MutS","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"recA","","recombinase RecA","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011225297.1","","CtsR family transcriptional regulator","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"nrdH","","glutaredoxin-like protein NrdH","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"cysS","","cysteine--tRNA ligase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002951091.1","","NADP-dependent glyceraldehyde-3-phosphate dehydrogenase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"glmM","","phosphoglucosamine mutase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002948449.1","","Mini-ribonuclease 3","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"rlmB","","23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014607865.1","","CapA family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002950996.1","","HU family DNA-binding protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011680654.1","","DUF3013 family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002947632.1","","undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"yidA","","sugar-phosphatase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"prfB","","peptide chain release factor 2","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"ftsE","","cell division ATP-binding protein FtsE","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014607913.1","","phosphatidate cytidylyltransferase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_024704170.1","","nicotinate phosphoribosyltransferase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002950819.1","","alpha-ketoacid dehydrogenase subunit beta","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"pepC","","aminopeptidase C","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"yidC","","membrane protein insertase YidC","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_024704104.1","","O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"pyrE","","orotate phosphoribosyltransferase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002949468.1","","HD domain-containing protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002949478.1","","YneF family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"racE","","glutamate racemase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011225441.1","","segregation/condensation protein B","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"budA","","acetolactate decarboxylase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002949500.1","","TrkH family potassium uptake protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"trkA","","Trk system potassium transporter TrkA","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608240.1","","amino acid ABC transporter permease","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002950574.1","","alkylphosphonate utilization protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002950570.1","","LysR family transcriptional regulator","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_024704186.1","","urease accessory protein UreD","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002885174.1","","teichoic acid D-Ala incorporation-associated protein DltX","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002949638.1","","response regulator transcription factor","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_022096810.1","","type B 50S ribosomal protein L31","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"gyrA","","DNA gyrase subunit A","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681306.1","","ATP-binding cassette domain-containing protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002949640.1","","HAMP domain-containing histidine kinase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"dnaI","","primosomal protein DnaI","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"serS","","serine--tRNA ligase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014607980.1","","PTS system mannose/fructose/sorbose family transporter subunit IID","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011680752.1","","Cof-type HAD-IIB family hydrolase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"tsaE","","tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"cysK","","cysteine synthase A","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011680779.1","","MarR family transcriptional regulator","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002949791.1","","acetyl-CoA carboxylase carboxyl transferase subunit alpha","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"gorA","","glutathione-disulfide reductase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002949814.1","","cysteine desulfurase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"gtfA","","accessory Sec system glycosyltransferase GtfA","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"rimM","","ribosome maturation factor RimM","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002951384.1","","response regulator transcription factor","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011225552.1","","DUF1149 family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"radC","","DNA repair protein RadC","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_024704201.1","","ABC-F family ATP-binding cassette domain-containing protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002891474.1","","metal-sulfur cluster assembly factor","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011680804.1","","peptide deformylase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"obgE","","GTPase ObgE","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_024704204.1","","ABC transporter ATP-binding protein/permease","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"serC","","3-phosphoserine/phosphohydroxythreonine transaminase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002951547.1","","ABC transporter permease","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011225561.1","","ABC transporter ATP-binding protein/permease","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"folE","","GTP cyclohydrolase I FolE","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"pyrH","","UMP kinase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011226395.1","","methionyl aminopeptidase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011680810.1","","PhoH family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681503.1","","peptide chain release factor 3","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608045.1","","peptidyl-prolyl cis-trans isomerase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002891585.1","","amino acid ABC transporter permease","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"trpB","","tryptophan synthase subunit beta","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"trpC","","indole-3-glycerol phosphate synthase TrpC","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002884818.1","","YbaB/EbfC family nucleoid-associated protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"argJ","","bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002951667.1","","phosphotransferase family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"thrB","","homoserine kinase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"rsmI","","16S rRNA (cytidine(1402)-2'-O)-methyltransferase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"lspA","","signal peptidase II","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"pflA","","pyruvate formate lyase-activating protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_100284797.1","","amino acid ABC transporter permease","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608084.1","","ABC transporter ATP-binding protein/permease","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"queA","","tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"rsmH","","16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_023909499.1","","amidohydrolase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_023909503.1","","FAD-containing oxidoreductase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"mvk","","mevalonate kinase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"fni","","type 2 isopentenyl-diphosphate Delta-isomerase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002947111.1","","DNA-dependent RNA polymerase auxiliary subunit epsilon family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681640.1","","ribonuclease J","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"glmU","","bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002947973.1","","glycosyltransferase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
